	pubchem-id	disease-id	type
0	5280378	MESH:D002583	therapeutic
1	5280378	MESH:D058186	therapeutic
2	1150	MESH:D014202	marker/mechanism
3	1150	MESH:D012640	marker/mechanism
4	5202	MESH:D010146	therapeutic
5	5202	MESH:D005483	marker/mechanism
6	5202	MESH:D009336	marker/mechanism
7	5202	MESH:D003920	marker/mechanism
8	5202	MESH:D014202	marker/mechanism
9	5202	MESH:D000067877	marker/mechanism
10	5202	MESH:D015140	marker/mechanism
11	5202	MESH:D004487	therapeutic
12	5202	MESH:D020230	marker/mechanism
13	5202	MESH:D001281	marker/mechanism
14	5202	MESH:D007022	marker/mechanism
15	5202	MESH:D001321	marker/mechanism
16	5202	MESH:D006930	marker/mechanism
17	5202	MESH:D008661	marker/mechanism
18	5202	MESH:D005234	marker/mechanism
19	5202	MESH:D005355	marker/mechanism
20	5202	MESH:D004342	marker/mechanism
21	5202	MESH:D004195	marker/mechanism
22	5202	MESH:D006973	marker/mechanism
23	5202	MESH:D043183	marker/mechanism
24	5202	MESH:D001919	therapeutic
25	5202	MESH:D017379	marker/mechanism
26	5202	MESH:D008103	marker/mechanism
27	5202	MESH:D012640	marker/mechanism
28	5202	MESH:D000544	marker/mechanism
29	5202	MESH:D003967	marker/mechanism
30	5202	MESH:D059246	marker/mechanism
31	5202	MESH:D009135	marker/mechanism
32	5202	MESH:D009410	therapeutic
33	5202	MESH:D006976	marker/mechanism
34	5202	MESH:D009422	marker/mechanism
35	5202	MESH:D001022	marker/mechanism
36	5202	MESH:D001049	marker/mechanism
37	5202	MESH:D001008	marker/mechanism
38	5202	MESH:D002389	marker/mechanism
39	5202	MESH:D000648	marker/mechanism
40	5202	MESH:D013226	marker/mechanism
41	5202	MESH:D004487	marker/mechanism
42	5202	MESH:D013276	marker/mechanism
43	5202	MESH:D007859	therapeutic
44	5202	MESH:D008569	therapeutic
45	5202	MESH:D011537	marker/mechanism
46	5202	MESH:D006949	marker/mechanism
47	5202	MESH:D010146	marker/mechanism
48	5202	MESH:D020521	marker/mechanism
49	5202	MESH:D007249	marker/mechanism
50	5202	MESH:D018883	marker/mechanism
51	5202	MESH:D017495	marker/mechanism
52	5202	MESH:D021081	marker/mechanism
53	5202	MESH:D012640	therapeutic
54	5202	MESH:D013610	marker/mechanism
55	5202	MESH:D001919	marker/mechanism
56	5202	MESH:D051270	marker/mechanism
57	5202	MESH:D008944	marker/mechanism
58	5202	MESH:D002375	therapeutic
59	5202	MESH:D006349	marker/mechanism
60	3220	MESH:D053627	marker/mechanism
61	3220	MESH:D005355	therapeutic
62	3220	MESH:D056486	marker/mechanism
63	3220	MESH:D005317	marker/mechanism
64	3220	MESH:D010922	marker/mechanism
65	3220	MESH:D020567	marker/mechanism
66	3220	MESH:D004802	therapeutic
67	3220	MESH:D005327	marker/mechanism
68	3220	MESH:D015459	therapeutic
69	3220	MESH:D001249	therapeutic
70	3220	MESH:D008106	therapeutic
71	10207	MESH:D007674	marker/mechanism
72	10207	MESH:C535575	therapeutic
73	10207	MESH:D007249	therapeutic
74	10207	MESH:D002294	therapeutic
75	10208	MESH:D056486	marker/mechanism
76	135	MESH:D012220	marker/mechanism
77	445858	MESH:D008545	therapeutic
78	445858	MESH:D002252	therapeutic
79	445858	MESH:D009203	therapeutic
80	445858	MESH:D050197	therapeutic
81	445858	MESH:D012640	therapeutic
82	445858	MESH:D008106	therapeutic
83	445858	MESH:D006946	therapeutic
84	445858	MESH:D006973	therapeutic
85	445858	MESH:D007249	therapeutic
86	637542	MESH:D008545	therapeutic
87	637542	MESH:D066126	therapeutic
88	637542	MESH:D009765	therapeutic
89	689043	MESH:D008545	therapeutic
90	689043	MESH:D050197	therapeutic
91	689043	MESH:D056486	therapeutic
92	689043	MESH:D001930	therapeutic
93	689043	MESH:D004487	therapeutic
94	689043	MESH:D007859	therapeutic
95	689043	MESH:D008569	therapeutic
96	689043	MESH:D009410	therapeutic
97	689043	MESH:D009203	therapeutic
98	689043	MESH:D007249	therapeutic
99	305	MESH:D016137	therapeutic
100	305	MESH:D005235	therapeutic
101	305	MESH:D009336	marker/mechanism
102	305	MESH:D006528	therapeutic
103	305	MESH:D019282	marker/mechanism
104	305	MESH:D010195	marker/mechanism
105	305	MESH:D002658	marker/mechanism
106	305	MESH:D015431	marker/mechanism
107	305	MESH:D000647	therapeutic
108	305	MESH:D003866	marker/mechanism
109	305	MESH:D009845	therapeutic
110	305	MESH:D001321	marker/mechanism
111	305	MESH:D005234	marker/mechanism
112	305	MESH:D013733	therapeutic
113	305	MESH:D004195	marker/mechanism
114	305	MESH:D003072	therapeutic
115	305	MESH:D015430	marker/mechanism
116	305	MESH:D008103	marker/mechanism
117	305	MESH:D065626	therapeutic
118	305	MESH:D005234	therapeutic
119	305	MESH:D006505	marker/mechanism
120	305	MESH:D008106	marker/mechanism
121	305	MESH:D008113	marker/mechanism
122	305	MESH:D013226	marker/mechanism
123	305	MESH:D056486	marker/mechanism
124	305	MESH:D007859	therapeutic
125	305	MESH:D006529	marker/mechanism
126	305	MESH:D006528	marker/mechanism
127	305	MESH:D008569	therapeutic
128	305	MESH:D007249	marker/mechanism
129	305	MESH:D001018	marker/mechanism
130	305	MESH:D065626	marker/mechanism
131	305	MESH:D052878	marker/mechanism
132	305	MESH:D007249	therapeutic
133	938	MESH:D010146	therapeutic
134	938	MESH:D009336	marker/mechanism
135	938	MESH:D008881	therapeutic
136	938	MESH:D009798	marker/mechanism
137	938	MESH:D002546	therapeutic
138	938	MESH:D015228	therapeutic
139	938	MESH:D010383	therapeutic
140	938	MESH:D003072	therapeutic
141	938	MESH:D006954	therapeutic
142	938	MESH:D014098	marker/mechanism
143	938	MESH:D019446	therapeutic
144	938	MESH:D007634	marker/mechanism
145	938	MESH:D003324	therapeutic
146	938	MESH:D006973	therapeutic
147	938	MESH:D007009	therapeutic
148	938	MESH:D010523	marker/mechanism
149	938	MESH:D017114	marker/mechanism
150	938	MESH:D007565	marker/mechanism
151	938	MESH:D009127	therapeutic
152	938	MESH:D010146	marker/mechanism
153	938	MESH:D012871	marker/mechanism
154	938	MESH:D000140	marker/mechanism
155	938	MESH:D000550	marker/mechanism
156	938	MESH:D020820	marker/mechanism
157	938	MESH:D007662	therapeutic
158	938	MESH:D006952	therapeutic
159	938	MESH:D003327	therapeutic
160	938	MESH:D020138	marker/mechanism
161	938	MESH:D002386	therapeutic
162	938	MESH:D002971	therapeutic
163	938	MESH:D005483	marker/mechanism
164	938	MESH:D010612	marker/mechanism
165	938	MESH:D000749	therapeutic
166	938	MESH:D047508	marker/mechanism
167	938	MESH:D003920	therapeutic
168	938	MESH:D007022	marker/mechanism
169	938	MESH:D005128	marker/mechanism
170	938	MESH:D005234	marker/mechanism
171	938	MESH:D007938	therapeutic
172	938	MESH:D008060	therapeutic
173	938	MESH:D008269	marker/mechanism
174	938	MESH:D005767	marker/mechanism
175	938	MESH:D002318	therapeutic
176	938	MESH:D043171	therapeutic
177	938	MESH:D009135	marker/mechanism
178	938	MESH:D020521	therapeutic
179	938	MESH:D016135	marker/mechanism
180	938	MESH:D001161	therapeutic
181	938	MESH:D001943	therapeutic
182	938	MESH:D018781	therapeutic
183	938	MESH:D007333	marker/mechanism
184	938	MESH:D012162	marker/mechanism
185	938	MESH:D012859	marker/mechanism
186	938	MESH:D006938	therapeutic
187	938	MESH:D002972	therapeutic
188	938	MESH:D064420	marker/mechanism
189	938	MESH:D006951	therapeutic
190	938	MESH:D002779	marker/mechanism
191	938	MESH:D006950	therapeutic
192	938	MESH:D012164	marker/mechanism
193	938	MESH:D005076	marker/mechanism
194	938	MESH:D050171	therapeutic
195	938	MESH:D007003	marker/mechanism
196	938	MESH:D018476	therapeutic
197	938	MESH:D010292	marker/mechanism
198	938	MESH:D014947	therapeutic
199	938	MESH:D007676	therapeutic
200	938	MESH:D000138	marker/mechanism
201	938	MESH:D003693	marker/mechanism
202	938	MESH:D050197	therapeutic
203	938	MESH:D006943	marker/mechanism
204	938	MESH:D009369	therapeutic
205	938	MESH:D012877	marker/mechanism
206	938	MESH:D014839	marker/mechanism
207	938	MESH:D004890	marker/mechanism
208	938	MESH:D003925	therapeutic
209	938	MESH:D024821	therapeutic
210	938	MESH:D004487	marker/mechanism
211	938	MESH:D018149	marker/mechanism
212	938	MESH:D007003	therapeutic
213	938	MESH:D015428	therapeutic
214	938	MESH:D009325	marker/mechanism
215	938	MESH:D023341	marker/mechanism
216	938	MESH:D055370	therapeutic
217	938	MESH:D013575	marker/mechanism
218	938	MESH:D007249	therapeutic
219	938	MESH:D020244	therapeutic
220	938	MESH:D006949	therapeutic
221	938	MESH:D014786	marker/mechanism
222	938	MESH:D002780	marker/mechanism
223	938	MESH:D009203	therapeutic
224	938	MESH:D002340	therapeutic
225	938	MESH:D015470	marker/mechanism
226	938	MESH:D011507	therapeutic
227	938	MESH:D006501	marker/mechanism
228	938	MESH:D005094	marker/mechanism
229	938	MESH:D004415	marker/mechanism
230	938	MESH:D011014	therapeutic
231	938	MESH:D006505	marker/mechanism
232	938	MESH:D023921	therapeutic
233	938	MESH:D056486	marker/mechanism
234	938	MESH:D004244	marker/mechanism
235	938	MESH:D006073	marker/mechanism
236	938	MESH:D002418	therapeutic
237	938	MESH:D005141	marker/mechanism
238	938	MESH:D011537	marker/mechanism
239	938	MESH:D005923	therapeutic
240	938	MESH:D006937	therapeutic
241	938	MESH:D052456	therapeutic
242	938	MESH:D000544	therapeutic
243	938	MESH:D012817	marker/mechanism
244	938	MESH:D017202	marker/mechanism
245	962	MESH:D001929	marker/mechanism
246	962	MESH:D004195	marker/mechanism
247	962	MESH:D051437	therapeutic
248	962	MESH:D012868	marker/mechanism
249	962	MESH:D006461	marker/mechanism
250	962	MESH:D006417	therapeutic
251	971	MESH:D007669	marker/mechanism
252	971	MESH:D051437	marker/mechanism
253	971	MESH:D053040	marker/mechanism
254	971	MESH:D009397	marker/mechanism
255	971	MESH:D006959	marker/mechanism
256	971	MESH:D014514	marker/mechanism
257	971	MESH:D058186	marker/mechanism
258	971	MESH:D017449	marker/mechanism
259	971	MESH:D006960	marker/mechanism
260	985	MESH:D013217	marker/mechanism
261	985	MESH:D003072	marker/mechanism
262	985	MESH:D005234	marker/mechanism
263	985	MESH:D016778	therapeutic
264	985	MESH:D007249	marker/mechanism
265	985	MESH:D007333	marker/mechanism
266	985	MESH:D066088	marker/mechanism
267	985	MESH:D061205	marker/mechanism
268	1054	MESH:D010146	therapeutic
269	1054	MESH:D003128	therapeutic
270	1054	MESH:D003221	therapeutic
271	1054	MESH:D012871	therapeutic
272	1054	MESH:D005155	therapeutic
273	1054	MESH:D015431	marker/mechanism
274	1054	MESH:D004421	therapeutic
275	1054	MESH:D010292	marker/mechanism
276	1054	MESH:D053609	marker/mechanism
277	1054	MESH:D010292	therapeutic
278	1054	MESH:D020437	therapeutic
279	1054	MESH:D010523	therapeutic
280	1054	MESH:D014397	therapeutic
281	1054	MESH:D015362	therapeutic
282	1054	MESH:D009422	therapeutic
283	1054	MESH:D006948	therapeutic
284	1054	MESH:D000138	marker/mechanism
285	1054	MESH:D003389	therapeutic
286	1054	MESH:D055985	therapeutic
287	1054	MESH:D000855	marker/mechanism
288	1054	MESH:D005119	therapeutic
289	1054	MESH:D001714	marker/mechanism
290	1054	MESH:D001480	marker/mechanism
291	1054	MESH:D009069	marker/mechanism
292	1054	MESH:D014376	therapeutic
293	1054	MESH:D010523	marker/mechanism
294	1054	MESH:D009422	marker/mechanism
295	1054	MESH:D010300	therapeutic
296	1054	MESH:D006229	therapeutic
297	1054	MESH:D004401	therapeutic
298	1054	MESH:D000437	therapeutic
299	1054	MESH:D002653	therapeutic
300	1054	MESH:D001259	marker/mechanism
301	1054	MESH:D003680	therapeutic
302	1054	MESH:D010302	therapeutic
303	1054	MESH:D013226	therapeutic
304	1054	MESH:D004890	therapeutic
305	1054	MESH:D011618	therapeutic
306	1054	MESH:D011115	therapeutic
307	1054	MESH:D006527	therapeutic
308	1054	MESH:D009336	therapeutic
309	1054	MESH:D009369	marker/mechanism
310	1054	MESH:D001763	therapeutic
311	1054	MESH:D001766	marker/mechanism
312	1054	MESH:D000756	therapeutic
313	1054	MESH:D011251	therapeutic
314	1054	MESH:D012559	therapeutic
315	1054	MESH:D012640	therapeutic
316	1054	MESH:D002972	therapeutic
317	1054	MESH:D005533	therapeutic
318	1054	MESH:D002971	therapeutic
319	1054	MESH:D009886	therapeutic
320	1130	MESH:D010146	therapeutic
321	1130	MESH:D011115	marker/mechanism
322	1130	MESH:D006333	therapeutic
323	1130	MESH:D000430	therapeutic
324	1130	MESH:D002524	therapeutic
325	1130	MESH:D015362	therapeutic
326	1130	MESH:D009410	marker/mechanism
327	1130	MESH:D014899	therapeutic
328	1130	MESH:D004342	marker/mechanism
329	1130	MESH:D012640	marker/mechanism
330	1130	MESH:D003875	marker/mechanism
331	1130	MESH:D014581	marker/mechanism
332	1130	MESH:D009202	therapeutic
333	1130	MESH:D010523	marker/mechanism
334	1130	MESH:D017240	therapeutic
335	1130	MESH:D007855	therapeutic
336	1130	MESH:D009369	marker/mechanism
337	1130	MESH:D003711	marker/mechanism
338	1130	MESH:D001714	therapeutic
339	1130	MESH:D004660	marker/mechanism
340	1130	MESH:D006501	therapeutic
341	1130	MESH:D002972	therapeutic
342	1130	MESH:D001927	therapeutic
343	1130	MESH:D000138	therapeutic
344	1130	MESH:D002386	therapeutic
345	1130	MESH:D002971	therapeutic
346	1176	MESH:D018883	marker/mechanism
347	1176	MESH:D010243	therapeutic
348	1176	MESH:D011041	marker/mechanism
349	1176	MESH:D007177	therapeutic
350	1176	MESH:D007674	marker/mechanism
351	1176	MESH:D007024	marker/mechanism
352	1176	MESH:D058186	marker/mechanism
353	5281	MESH:D003072	marker/mechanism
354	5988	MESH:D009765	marker/mechanism
355	5988	MESH:D009401	marker/mechanism
356	5988	MESH:D006461	therapeutic
357	5988	MESH:D019969	therapeutic
358	5988	MESH:D018149	marker/mechanism
359	5988	MESH:D019966	marker/mechanism
360	5988	MESH:D007333	marker/mechanism
361	5988	MESH:D006946	marker/mechanism
362	5988	MESH:D005234	marker/mechanism
363	5988	MESH:D006948	marker/mechanism
364	5988	MESH:D065626	marker/mechanism
365	5988	MESH:D006973	marker/mechanism
366	6037	MESH:D000743	therapeutic
367	6037	MESH:D005235	therapeutic
368	6037	MESH:D012871	therapeutic
369	6037	MESH:D000236	therapeutic
370	6037	MESH:D006849	marker/mechanism
371	6037	MESH:D009303	therapeutic
372	6037	MESH:D001321	marker/mechanism
373	6037	MESH:D005901	marker/mechanism
374	6037	MESH:D006973	marker/mechanism
375	6037	MESH:D000748	therapeutic
376	6037	MESH:D003072	therapeutic
377	6037	MESH:D013118	therapeutic
378	6037	MESH:D012640	marker/mechanism
379	6037	MESH:D013118	marker/mechanism
380	6037	MESH:D006973	therapeutic
381	6037	MESH:D014123	therapeutic
382	6037	MESH:D010523	marker/mechanism
383	6037	MESH:D002292	therapeutic
384	6037	MESH:D009901	therapeutic
385	6037	MESH:D006330	therapeutic
386	6037	MESH:D007674	marker/mechanism
387	6037	MESH:D016135	therapeutic
388	6037	MESH:D011602	therapeutic
389	6037	MESH:D012871	marker/mechanism
390	6037	MESH:D009369	marker/mechanism
391	6037	MESH:D049188	therapeutic
392	6037	MESH:D012559	therapeutic
393	6037	MESH:D003924	therapeutic
394	6037	MESH:D001927	therapeutic
395	6037	MESH:D020138	marker/mechanism
396	6037	MESH:D007676	marker/mechanism
397	6037	MESH:D002386	therapeutic
398	6037	MESH:D002971	therapeutic
399	6037	MESH:D001284	therapeutic
400	6037	MESH:D009436	marker/mechanism
401	6037	MESH:D008545	therapeutic
402	6037	MESH:D000419	marker/mechanism
403	6037	MESH:D015179	marker/mechanism
404	6037	MESH:D005832	marker/mechanism
405	6037	MESH:D000749	therapeutic
406	6037	MESH:D051437	marker/mechanism
407	6037	MESH:D000430	therapeutic
408	6037	MESH:D003866	marker/mechanism
409	6037	MESH:D006261	therapeutic
410	6037	MESH:D005756	marker/mechanism
411	6037	MESH:D009436	therapeutic
412	6037	MESH:D006679	marker/mechanism
413	6037	MESH:D005317	therapeutic
414	6037	MESH:D020138	therapeutic
415	6037	MESH:D001927	marker/mechanism
416	6037	MESH:D020964	therapeutic
417	6037	MESH:D010018	therapeutic
418	6037	MESH:D012607	therapeutic
419	6037	MESH:D002318	therapeutic
420	6037	MESH:D049188	marker/mechanism
421	6037	MESH:D020521	therapeutic
422	6037	MESH:D000755	therapeutic
423	6037	MESH:D016135	marker/mechanism
424	6037	MESH:D001161	therapeutic
425	6037	MESH:D001259	marker/mechanism
426	6037	MESH:D013182	therapeutic
427	6037	MESH:D001943	therapeutic
428	6037	MESH:D013274	marker/mechanism
429	6037	MESH:D009135	therapeutic
430	6037	MESH:D018376	therapeutic
431	6037	MESH:D052016	therapeutic
432	6037	MESH:D015535	therapeutic
433	6037	MESH:D064420	marker/mechanism
434	6037	MESH:D019767	therapeutic
435	6037	MESH:D013921	therapeutic
436	6037	MESH:D017889	marker/mechanism
437	6037	MESH:D011565	therapeutic
438	6037	MESH:D000757	therapeutic
439	6037	MESH:D015179	therapeutic
440	6037	MESH:D058186	marker/mechanism
441	6037	MESH:D002971	marker/mechanism
442	6037	MESH:D006948	therapeutic
443	6037	MESH:D004195	marker/mechanism
444	6037	MESH:D009374	therapeutic
445	6037	MESH:D000544	marker/mechanism
446	6037	MESH:D007021	therapeutic
447	6037	MESH:D012559	marker/mechanism
448	6037	MESH:D007683	marker/mechanism
449	6037	MESH:D009422	marker/mechanism
450	6037	MESH:D000740	marker/mechanism
451	6037	MESH:D016778	therapeutic
452	6037	MESH:D000756	therapeutic
453	6037	MESH:D065626	marker/mechanism
454	6037	MESH:D005494	therapeutic
455	6037	MESH:D000014	therapeutic
456	6037	MESH:D003072	marker/mechanism
457	6037	MESH:D002972	marker/mechanism
458	6037	MESH:D011507	marker/mechanism
459	6037	MESH:D000748	marker/mechanism
460	6037	MESH:D023903	marker/mechanism
461	6037	MESH:D000741	therapeutic
462	6037	MESH:D009503	therapeutic
463	6037	MESH:D003704	marker/mechanism
464	6037	MESH:D002524	therapeutic
465	6037	MESH:D004827	marker/mechanism
466	6037	MESH:D011085	therapeutic
467	6037	MESH:D006402	therapeutic
468	6037	MESH:D008180	marker/mechanism
469	6037	MESH:D012851	therapeutic
470	6037	MESH:D001925	therapeutic
471	6037	MESH:D014511	marker/mechanism
472	6037	MESH:D063647	marker/mechanism
473	6037	MESH:D009395	marker/mechanism
474	6037	MESH:D011618	marker/mechanism
475	6037	MESH:D004244	therapeutic
476	6037	MESH:D000749	marker/mechanism
477	6037	MESH:D056486	marker/mechanism
478	6037	MESH:D000013	therapeutic
479	6037	MESH:D016889	therapeutic
480	6037	MESH:D000370	therapeutic
481	6037	MESH:D003117	therapeutic
482	6037	MESH:D001714	therapeutic
483	6037	MESH:D011297	therapeutic
484	6037	MESH:D000744	therapeutic
485	6037	MESH:D000544	therapeutic
486	6037	MESH:D001002	marker/mechanism
487	6037	MESH:D008107	marker/mechanism
488	6042	MESH:D010146	therapeutic
489	6042	MESH:D011115	marker/mechanism
490	6042	MESH:D006333	therapeutic
491	6042	MESH:D000430	therapeutic
492	6042	MESH:D002524	therapeutic
493	6042	MESH:D015362	therapeutic
494	6042	MESH:D009410	marker/mechanism
495	6042	MESH:D014899	therapeutic
496	6042	MESH:D004342	marker/mechanism
497	6042	MESH:D012640	marker/mechanism
498	6042	MESH:D003875	marker/mechanism
499	6042	MESH:D014581	marker/mechanism
500	6042	MESH:D009202	therapeutic
501	6042	MESH:D010523	marker/mechanism
502	6042	MESH:D017240	therapeutic
503	6042	MESH:D007855	therapeutic
504	6042	MESH:D009369	marker/mechanism
505	6042	MESH:D003711	marker/mechanism
506	6042	MESH:D001714	therapeutic
507	6042	MESH:D004660	marker/mechanism
508	6042	MESH:D006501	therapeutic
509	6042	MESH:D002972	therapeutic
510	6042	MESH:D001927	therapeutic
511	6042	MESH:D000138	therapeutic
512	6042	MESH:D002386	therapeutic
513	6042	MESH:D002971	therapeutic
514	6137	MESH:D003711	therapeutic
515	6137	MESH:D005235	therapeutic
516	6137	MESH:D009336	marker/mechanism
517	6137	MESH:D006528	therapeutic
518	6137	MESH:D019282	marker/mechanism
519	6137	MESH:D015431	marker/mechanism
520	6137	MESH:D008569	marker/mechanism
521	6137	MESH:D056486	therapeutic
522	6137	MESH:D007859	marker/mechanism
523	6137	MESH:D001321	marker/mechanism
524	6137	MESH:D015431	therapeutic
525	6137	MESH:D008106	therapeutic
526	6137	MESH:D005234	marker/mechanism
527	6137	MESH:D004195	marker/mechanism
528	6137	MESH:D005327	therapeutic
529	6137	MESH:D005910	therapeutic
530	6137	MESH:D015430	marker/mechanism
531	6137	MESH:D008103	marker/mechanism
532	6137	MESH:D013118	therapeutic
533	6137	MESH:D012559	marker/mechanism
534	6137	MESH:D006501	marker/mechanism
535	6137	MESH:D019970	therapeutic
536	6137	MESH:D065626	therapeutic
537	6137	MESH:D006505	marker/mechanism
538	6137	MESH:D008661	therapeutic
539	6137	MESH:D008106	marker/mechanism
540	6137	MESH:D008107	marker/mechanism
541	6137	MESH:D006332	marker/mechanism
542	6137	MESH:D056486	marker/mechanism
543	6137	MESH:D007674	marker/mechanism
544	6137	MESH:D034381	therapeutic
545	6137	MESH:D001259	marker/mechanism
546	6137	MESH:D006529	marker/mechanism
547	6137	MESH:D011041	therapeutic
548	6137	MESH:D007669	therapeutic
549	6137	MESH:D007249	marker/mechanism
550	6137	MESH:D003128	marker/mechanism
551	6137	MESH:D002659	marker/mechanism
552	6137	MESH:D006505	therapeutic
553	6137	MESH:D065626	marker/mechanism
554	6137	MESH:D048629	marker/mechanism
555	6137	MESH:D020335	therapeutic
556	6137	MESH:D012640	therapeutic
557	6137	MESH:D016136	therapeutic
558	6137	MESH:D020138	marker/mechanism
559	6137	MESH:D007249	therapeutic
560	14985	MESH:D000743	therapeutic
561	14985	MESH:D009336	marker/mechanism
562	14985	MESH:D009205	marker/mechanism
563	14985	MESH:D012871	therapeutic
564	14985	MESH:D007674	therapeutic
565	14985	MESH:D020261	therapeutic
566	14985	MESH:D019465	therapeutic
567	14985	MESH:D012178	therapeutic
568	14985	MESH:D006330	marker/mechanism
569	14985	MESH:D006332	therapeutic
570	14985	MESH:D010523	therapeutic
571	14985	MESH:D004915	therapeutic
572	14985	MESH:D008106	therapeutic
573	14985	MESH:D009069	therapeutic
574	14985	MESH:D006973	marker/mechanism
575	14985	MESH:D007251	therapeutic
576	14985	MESH:D011230	marker/mechanism
577	14985	MESH:D019584	therapeutic
578	14985	MESH:D003930	therapeutic
579	14985	MESH:D006486	marker/mechanism
580	14985	MESH:D009410	therapeutic
581	14985	MESH:D006973	therapeutic
582	14985	MESH:D010523	marker/mechanism
583	14985	MESH:C538011	marker/mechanism
584	14985	MESH:D000740	therapeutic
585	14985	MESH:D001008	marker/mechanism
586	14985	MESH:D007565	marker/mechanism
587	14985	MESH:D015658	therapeutic
588	14985	MESH:D006330	therapeutic
589	14985	MESH:D053627	therapeutic
590	14985	MESH:D000743	marker/mechanism
591	14985	MESH:D007669	therapeutic
592	14985	MESH:D008107	therapeutic
593	14985	MESH:D009205	therapeutic
594	14985	MESH:D009369	marker/mechanism
595	14985	MESH:D005235	marker/mechanism
596	14985	MESH:D009336	therapeutic
597	14985	MESH:D006461	therapeutic
598	14985	MESH:D001927	therapeutic
599	14985	MESH:D007248	therapeutic
600	14985	MESH:D014811	therapeutic
601	14985	MESH:D004802	marker/mechanism
602	14985	MESH:D008108	therapeutic
603	14985	MESH:D011115	marker/mechanism
604	14985	MESH:D013163	marker/mechanism
605	14985	MESH:D000787	therapeutic
606	14985	MESH:D056486	therapeutic
607	14985	MESH:D005141	therapeutic
608	14985	MESH:D006261	therapeutic
609	14985	MESH:D008171	therapeutic
610	14985	MESH:D005128	marker/mechanism
611	14985	MESH:D009436	therapeutic
612	14985	MESH:C535393	therapeutic
613	14985	MESH:D001715	marker/mechanism
614	14985	MESH:D064420	therapeutic
615	14985	MESH:D002252	therapeutic
616	14985	MESH:D002526	marker/mechanism
617	14985	MESH:D003875	marker/mechanism
618	14985	MESH:D005317	therapeutic
619	14985	MESH:D000855	marker/mechanism
620	14985	MESH:D009135	marker/mechanism
621	14985	MESH:D009203	marker/mechanism
622	14985	MESH:D000230	therapeutic
623	14985	MESH:D020521	therapeutic
624	14985	MESH:D001161	therapeutic
625	14985	MESH:D020345	marker/mechanism
626	14985	MESH:D007037	therapeutic
627	14985	MESH:D006333	marker/mechanism
628	14985	MESH:D001259	marker/mechanism
629	14985	MESH:D006528	marker/mechanism
630	14985	MESH:D001943	therapeutic
631	14985	MESH:D011225	marker/mechanism
632	14985	MESH:D009135	therapeutic
633	14985	MESH:D003928	marker/mechanism
634	14985	MESH:D018376	therapeutic
635	14985	MESH:D002471	therapeutic
636	14985	MESH:D020300	marker/mechanism
637	14985	MESH:D002779	marker/mechanism
638	14985	MESH:D045262	marker/mechanism
639	14985	MESH:D009886	therapeutic
640	14985	MESH:D018908	therapeutic
641	14985	MESH:D050171	therapeutic
642	14985	MESH:D000152	therapeutic
643	14985	MESH:D020258	therapeutic
644	14985	MESH:D010292	marker/mechanism
645	14985	MESH:D015179	therapeutic
646	14985	MESH:D009845	therapeutic
647	14985	MESH:D015431	therapeutic
648	14985	MESH:D058186	marker/mechanism
649	14985	MESH:D009422	therapeutic
650	14985	MESH:D016491	therapeutic
651	14985	MESH:D006130	therapeutic
652	14985	MESH:D006331	therapeutic
653	14985	MESH:D008844	therapeutic
654	14985	MESH:D050197	therapeutic
655	14985	MESH:C531617	therapeutic
656	14985	MESH:D014581	marker/mechanism
657	14985	MESH:D002545	therapeutic
658	14985	MESH:D058186	therapeutic
659	14985	MESH:D006526	marker/mechanism
660	14985	MESH:D009422	marker/mechanism
661	14985	MESH:D008548	therapeutic
662	14985	MESH:D008175	therapeutic
663	14985	MESH:D003865	marker/mechanism
664	14985	MESH:D011658	therapeutic
665	14985	MESH:D051436	marker/mechanism
666	14985	MESH:D003877	therapeutic
667	14985	MESH:D009133	therapeutic
668	14985	MESH:D009325	marker/mechanism
669	14985	MESH:D000748	marker/mechanism
670	14985	MESH:D007333	therapeutic
671	14985	MESH:D003928	therapeutic
672	14985	MESH:D007249	therapeutic
673	14985	MESH:D003921	therapeutic
674	14985	MESH:D006548	therapeutic
675	14985	MESH:D001259	therapeutic
676	14985	MESH:D006528	therapeutic
677	14985	MESH:D006333	therapeutic
678	14985	MESH:D002114	marker/mechanism
679	14985	MESH:D013276	therapeutic
680	14985	MESH:D014786	marker/mechanism
681	14985	MESH:D011085	therapeutic
682	14985	MESH:D009203	therapeutic
683	14985	MESH:D000860	therapeutic
684	14985	MESH:D007246	therapeutic
685	14985	OMIM:146850	therapeutic
686	14985	MESH:D019636	therapeutic
687	14985	MESH:D011655	marker/mechanism
688	14985	MESH:D011507	therapeutic
689	14985	MESH:D020520	therapeutic
690	14985	MESH:D002493	marker/mechanism
691	14985	MESH:D009120	therapeutic
692	14985	MESH:D005234	therapeutic
693	14985	MESH:D007680	therapeutic
694	14985	MESH:D012021	therapeutic
695	14985	MESH:D012166	marker/mechanism
696	14985	MESH:D056486	marker/mechanism
697	14985	MESH:D051437	therapeutic
698	14985	MESH:D012778	marker/mechanism
699	14985	MESH:D000013	therapeutic
700	14985	MESH:D006980	therapeutic
701	14985	MESH:D005921	therapeutic
702	14985	MESH:D000787	marker/mechanism
703	14985	MESH:D005923	therapeutic
704	14985	MESH:D011115	therapeutic
705	14985	MESH:D011471	therapeutic
706	14985	MESH:D009136	marker/mechanism
707	14985	MESH:D013924	marker/mechanism
708	14985	MESH:D017202	marker/mechanism
